date,category,product,units_sold,revenue,product_price,promo_flag,is_holiday_season,category_popularity_30d
2021-05-17,Toys,Building Blocks,66,2228.73,33.77,0,0,1.07
2021-05-17,Sports,Yoga Mat,40,1824.47,45.61,0,0,0.99
2021-05-17,Beauty,Face Serum,130,2732.79,21.02,0,0,1.08
2021-05-18,Electronics,Smart Speaker,11,1550.06,140.91,0,0,1.1
2021-05-18,Groceries,Organic Cereal,344,1580.84,4.6,0,0,0.98
2021-05-18,Clothing,Running Shoes,62,3731.14,60.18,0,0,1.08
2021-05-18,Books,Business Book,74,1912.74,25.85,0,0,1.02
2021-05-18,Furniture,Office Chair,2,239.25,119.63,0,0,1.02
2021-05-18,Toys,Building Blocks,42,1439.06,34.26,0,0,1.01
2021-05-18,Sports,Yoga Mat,39,1902.67,48.79,0,0,0.85
2021-05-18,Beauty,Face Serum,166,3635.54,21.9,0,0,1.03
2021-05-19,Electronics,Smart Speaker,8,1078.76,134.85,0,0,1.01
2021-05-19,Groceries,Organic Cereal,330,1625.74,4.93,0,0,0.94
2021-05-19,Clothing,Running Shoes,64,3717.16,58.08,0,0,0.98
2021-05-19,Books,Business Book,67,1723.8,25.73,0,0,0.87
2021-05-19,Furniture,Office Chair,8,896.08,112.01,0,0,1.19
2021-05-19,Toys,Building Blocks,56,2040.19,36.43,0,0,0.97
2021-05-19,Sports,Yoga Mat,45,2116.77,47.04,0,0,1.02
2021-05-19,Beauty,Face Serum,164,3214.06,19.6,0,0,1.07
2021-05-20,Electronics,Smart Speaker,17,2196.46,129.2,1,0,1.21
2021-05-20,Groceries,Organic Cereal,362,1844.15,5.09,1,0,0.98
2021-05-20,Clothing,Running Shoes,86,5175.82,60.18,1,0,1.2
2021-05-20,Books,Business Book,113,2723.33,24.1,1,0,0.98
2021-05-20,Furniture,Office Chair,10,1244.74,124.47,1,0,1.01
2021-05-20,Toys,Building Blocks,83,2675.6,32.24,1,0,1.17
2021-05-20,Sports,Yoga Mat,50,2443.09,48.86,1,0,1.04
2021-05-20,Beauty,Face Serum,231,4456.42,19.29,1,0,0.76
2021-05-21,Electronics,Smart Speaker,14,2084.38,148.88,1,0,1.05
2021-05-21,Groceries,Organic Cereal,400,2014.4,5.04,1,0,1.0
2021-05-21,Clothing,Running Shoes,92,5511.86,59.91,1,0,1.15
2021-05-21,Books,Business Book,110,2624.7,23.86,1,0,0.98
2021-05-21,Furniture,Office Chair,9,1071.83,119.09,1,0,1.03
2021-05-21,Toys,Building Blocks,70,2463.8,35.2,1,0,1.0
2021-05-21,Sports,Yoga Mat,62,2670.58,43.07,1,0,1.01
2021-05-21,Beauty,Face Serum,208,4309.45,20.72,1,0,1.03
2021-05-22,Electronics,Smart Speaker,9,1351.82,150.2,1,0,1.02
2021-05-22,Groceries,Organic Cereal,437,2185.97,5.0,1,0,1.18
2021-05-22,Clothing,Running Shoes,86,4929.88,57.32,1,0,1.12
2021-05-22,Books,Business Book,137,3079.34,22.48,1,0,1.09
2021-05-22,Furniture,Office Chair,8,929.37,116.17,1,0,1.07
2021-05-22,Toys,Building Blocks,65,2175.01,33.46,1,0,1.06
2021-05-22,Sports,Yoga Mat,65,2823.71,43.44,1,0,1.11
2021-05-22,Beauty,Face Serum,222,4353.37,19.61,1,0,1.0
2021-05-23,Electronics,Smart Speaker,16,2221.53,138.85,0,0,0.79
2021-05-23,Groceries,Organic Cereal,368,1760.93,4.79,0,0,1.14
2021-05-23,Clothing,Running Shoes,70,4219.4,60.28,0,0,0.96
2021-05-23,Books,Business Book,95,2467.02,25.97,0,0,1.2
2021-05-23,Furniture,Office Chair,7,839.1,119.87,0,0,1.17
2021-05-23,Toys,Building Blocks,55,1942.64,35.32,0,0,0.82
2021-05-23,Sports,Yoga Mat,43,1955.11,45.47,0,0,0.96
2021-05-23,Beauty,Face Serum,155,3287.29,21.21,0,0,1.02
2021-05-24,Electronics,Smart Speaker,6,899.13,149.86,0,0,1.09
2021-05-24,Groceries,Organic Cereal,305,1636.89,5.37,0,0,1.3
2021-05-24,Clothing,Running Shoes,51,3215.3,63.05,0,0,1.1
2021-05-24,Books,Business Book,64,1745.45,27.27,0,0,1.07
2021-05-24,Furniture,Office Chair,12,1444.17,120.35,0,0,0.82
2021-05-24,Toys,Building Blocks,44,1551.4,35.26,0,0,0.94
2021-05-24,Sports,Yoga Mat,47,2208.11,46.98,0,0,1.03
2021-05-24,Beauty,Face Serum,149,3175.94,21.32,0,0,0.94
2021-05-25,Electronics,Smart Speaker,11,1702.31,154.76,0,0,1.04
2021-05-25,Groceries,Organic Cereal,337,1572.97,4.67,0,0,0.87
2021-05-25,Clothing,Running Shoes,58,3625.01,62.5,0,0,1.02
2021-05-25,Books,Business Book,101,2587.91,25.62,0,0,1.07
2021-05-25,Furniture,Office Chair,10,1208.02,120.8,0,0,0.89
2021-05-25,Toys,Building Blocks,59,2029.77,34.4,0,0,0.99
2021-05-25,Sports,Yoga Mat,35,1542.22,44.06,0,0,0.99
2021-05-25,Beauty,Face Serum,172,3287.27,19.11,0,0,1.1
2021-05-26,Electronics,Smart Speaker,11,1749.75,159.07,0,0,0.91
2021-05-26,Groceries,Organic Cereal,335,1711.25,5.11,0,0,0.9
2021-05-26,Clothing,Running Shoes,64,3613.44,56.46,0,0,1.03
2021-05-26,Books,Business Book,98,2386.6,24.35,0,0,1.14
2021-05-26,Furniture,Office Chair,7,817.42,116.77,0,0,1.08
2021-05-26,Toys,Building Blocks,54,1714.92,31.76,0,0,1.18
2021-05-26,Sports,Yoga Mat,42,1765.47,42.03,0,0,1.07
2021-05-26,Beauty,Face Serum,188,3321.08,17.67,0,0,0.93
2021-05-27,Electronics,Smart Speaker,19,2725.89,143.47,0,0,0.93
2021-05-27,Groceries,Organic Cereal,302,1560.58,5.17,0,0,0.91
2021-05-27,Clothing,Running Shoes,68,4057.28,59.67,0,0,0.98
2021-05-27,Books,Business Book,88,2448.88,27.83,0,0,0.95
2021-05-27,Furniture,Office Chair,8,933.18,116.65,0,0,1.07
2021-05-27,Toys,Building Blocks,55,1680.13,30.55,0,0,0.9
2021-05-27,Sports,Yoga Mat,35,1685.48,48.16,0,0,0.97
2021-05-27,Beauty,Face Serum,189,3529.41,18.67,0,0,0.87
2021-05-28,Electronics,Smart Speaker,15,2167.06,144.47,1,0,1.23
2021-05-28,Groceries,Organic Cereal,424,2240.72,5.28,1,0,0.78
2021-05-28,Clothing,Running Shoes,93,5360.27,57.64,1,0,0.95
2021-05-28,Books,Business Book,110,2717.55,24.71,1,0,0.95
2021-05-28,Furniture,Office Chair,8,986.1,123.26,1,0,1.16
2021-05-28,Toys,Building Blocks,72,2182.32,30.31,1,0,0.97
2021-05-28,Sports,Yoga Mat,42,2092.56,49.82,1,0,0.97
2021-05-28,Beauty,Face Serum,212,4300.89,20.29,1,0,0.8
2021-05-29,Electronics,Smart Speaker,13,1984.02,152.62,0,0,1.02
2021-05-29,Groceries,Organic Cereal,394,1902.56,4.83,0,0,1.03
2021-05-29,Clothing,Running Shoes,70,4079.04,58.27,0,0,0.99
2021-05-29,Books,Business Book,113,2821.96,24.97,0,0,0.96
2021-05-29,Furniture,Office Chair,5,655.08,131.02,0,0,0.83
2021-05-29,Toys,Building Blocks,69,2348.19,34.03,0,0,0.88
2021-05-29,Sports,Yoga Mat,51,2305.68,45.21,0,0,1.07
2021-05-29,Beauty,Face Serum,152,2954.59,19.44,0,0,1.05
2021-05-30,Electronics,Smart Speaker,16,2413.2,150.83,1,0,1.16
2021-05-30,Groceries,Organic Cereal,445,2273.73,5.11,1,0,1.05
2021-05-30,Clothing,Running Shoes,99,5555.41,56.12,1,0,1.15
2021-05-30,Books,Business Book,126,2899.85,23.01,1,0,0.91
2021-05-30,Furniture,Office Chair,16,1765.78,110.36,1,0,0.95
2021-05-30,Toys,Building Blocks,87,3016.79,34.68,1,0,0.94
2021-05-30,Sports,Yoga Mat,52,2391.63,45.99,1,0,0.98
2021-05-30,Beauty,Face Serum,249,4493.18,18.04,1,0,0.91
2021-05-31,Electronics,Smart Speaker,7,977.61,139.66,0,0,0.81
2021-05-31,Groceries,Organic Cereal,346,1681.18,4.86,0,0,1.02
2021-05-31,Clothing,Running Shoes,56,3390.81,60.55,0,0,0.86
2021-05-31,Books,Business Book,76,1882.99,24.78,0,0,1.14
2021-05-31,Furniture,Office Chair,7,864.88,123.55,0,0,0.92
2021-05-31,Toys,Building Blocks,52,1976.31,38.01,0,0,1.03
2021-05-31,Sports,Yoga Mat,48,2261.24,47.11,0,0,1.11
2021-05-31,Beauty,Face Serum,176,3397.05,19.3,0,0,0.76
2021-06-01,Electronics,Smart Speaker,11,1695.44,154.13,0,0,0.98
2021-06-01,Groceries,Organic Cereal,299,1536.22,5.14,0,0,1.07
2021-06-01,Clothing,Running Shoes,58,3652.96,62.98,0,0,1.01
2021-06-01,Books,Business Book,100,2281.75,22.82,0,0,0.98
2021-06-01,Furniture,Office Chair,15,1936.86,129.12,0,0,0.97
2021-06-01,Toys,Building Blocks,61,2183.96,35.8,0,0,1.09
2021-06-01,Sports,Yoga Mat,49,2241.82,45.75,0,0,0.96
2021-06-01,Beauty,Face Serum,177,3607.19,20.38,0,0,0.92
2021-06-02,Electronics,Smart Speaker,14,2014.09,143.86,0,0,0.99
2021-06-02,Groceries,Organic Cereal,332,1758.94,5.3,0,0,1.13
2021-06-02,Clothing,Running Shoes,61,3721.64,61.01,0,0,1.11
2021-06-02,Books,Business Book,91,2142.26,23.54,0,0,1.12
2021-06-02,Furniture,Office Chair,9,962.81,106.98,0,0,0.9
2021-06-02,Toys,Building Blocks,38,1259.06,33.13,0,0,1.02
2021-06-02,Sports,Yoga Mat,41,1765.25,43.05,0,0,1.03
2021-06-02,Beauty,Face Serum,141,2823.12,20.02,0,0,0.88
2021-06-03,Electronics,Smart Speaker,10,1472.21,147.22,0,0,0.98
2021-06-03,Groceries,Organic Cereal,325,1692.01,5.21,0,0,1.06
2021-06-03,Clothing,Running Shoes,68,3851.64,56.64,0,0,0.95
2021-06-03,Books,Business Book,98,2105.15,21.48,0,0,0.98
2021-06-03,Furniture,Office Chair,8,1024.03,128.0,0,0,0.93
2021-06-03,Toys,Building Blocks,47,1762.24,37.49,0,0,0.92
2021-06-03,Sports,Yoga Mat,50,2389.9,47.8,0,0,1.09
2021-06-03,Beauty,Face Serum,164,3197.85,19.5,0,0,0.91
2021-06-04,Electronics,Smart Speaker,12,1895.13,157.93,0,0,0.93
2021-06-04,Groceries,Organic Cereal,325,1670.23,5.14,0,0,1.06
2021-06-04,Clothing,Running Shoes,57,3427.37,60.13,0,0,1.03
2021-06-04,Books,Business Book,75,1919.75,25.6,0,0,1.02
2021-06-04,Furniture,Office Chair,6,691.58,115.26,0,0,0.86
2021-06-04,Toys,Building Blocks,68,2301.99,33.85,0,0,1.05
2021-06-04,Sports,Yoga Mat,40,1699.03,42.48,0,0,1.07
2021-06-04,Beauty,Face Serum,160,3441.0,21.51,0,0,1.03
2021-06-05,Electronics,Smart Speaker,4,608.03,152.01,0,0,1.09
2021-06-05,Groceries,Organic Cereal,332,1798.03,5.42,0,0,1.05
2021-06-05,Clothing,Running Shoes,56,3217.47,57.45,0,0,0.94
2021-06-05,Books,Business Book,104,2456.03,23.62,0,0,1.12
2021-06-05,Furniture,Office Chair,13,1583.1,121.78,0,0,0.94
2021-06-05,Toys,Building Blocks,54,1919.24,35.54,0,0,0.94
2021-06-05,Sports,Yoga Mat,50,2200.0,44.0,0,0,0.92
2021-06-05,Beauty,Face Serum,150,3145.6,20.97,0,0,0.87
2021-06-06,Electronics,Smart Speaker,6,875.12,145.85,0,0,0.95
2021-06-06,Groceries,Organic Cereal,307,1632.25,5.32,0,0,0.99
2021-06-06,Clothing,Running Shoes,63,3977.82,63.14,0,0,0.92
2021-06-06,Books,Business Book,117,2853.02,24.38,0,0,0.98
2021-06-06,Furniture,Office Chair,9,1113.74,123.75,0,0,1.11
2021-06-06,Toys,Building Blocks,55,1890.36,34.37,0,0,0.99
2021-06-06,Sports,Yoga Mat,46,2189.6,47.6,0,0,0.99
2021-06-06,Beauty,Face Serum,198,3539.82,17.88,0,0,0.92
2021-06-07,Electronics,Smart Speaker,12,1840.17,153.35,0,0,0.94
2021-06-07,Groceries,Organic Cereal,318,1601.25,5.04,0,0,0.99
2021-06-07,Clothing,Running Shoes,59,3854.18,65.33,0,0,1.0
2021-06-07,Books,Business Book,82,2148.35,26.2,0,0,0.96
2021-06-07,Furniture,Office Chair,8,918.86,114.86,0,0,1.05
2021-06-07,Toys,Building Blocks,51,1881.35,36.89,0,0,1.07
2021-06-07,Sports,Yoga Mat,41,1662.45,40.55,0,0,0.88
2021-06-07,Beauty,Face Serum,145,3221.63,22.22,0,0,1.09
2021-06-08,Electronics,Smart Speaker,18,2858.34,158.8,0,0,1.0
2021-06-08,Groceries,Organic Cereal,280,1437.73,5.13,0,0,0.97
2021-06-08,Clothing,Running Shoes,55,3302.11,60.04,0,0,0.88
2021-06-08,Books,Business Book,85,2041.0,24.01,0,0,0.97
2021-06-08,Furniture,Office Chair,13,1547.21,119.02,0,0,1.04
2021-06-08,Toys,Building Blocks,51,1788.69,35.07,0,0,1.06
2021-06-08,Sports,Yoga Mat,49,2169.89,44.28,0,0,1.0
2021-06-08,Beauty,Face Serum,146,2886.29,19.77,0,0,0.85
2021-06-09,Electronics,Smart Speaker,11,1736.84,157.89,0,0,0.95
2021-06-09,Groceries,Organic Cereal,337,1647.7,4.89,0,0,1.1
2021-06-09,Clothing,Running Shoes,74,4422.72,59.77,0,0,1.01
2021-06-09,Books,Business Book,71,1781.92,25.1,0,0,1.05
2021-06-09,Furniture,Office Chair,7,795.98,113.71,0,0,1.07
2021-06-09,Toys,Building Blocks,54,1963.25,36.36,0,0,1.09
2021-06-09,Sports,Yoga Mat,39,1721.22,44.13,0,0,1.14
2021-06-09,Beauty,Face Serum,163,3191.86,19.58,0,0,0.91
2021-06-10,Electronics,Smart Speaker,12,1818.39,151.53,0,0,0.88
2021-06-10,Groceries,Organic Cereal,312,1543.43,4.95,0,0,1.03
2021-06-10,Clothing,Running Shoes,54,3229.57,59.81,0,0,0.7
2021-06-10,Books,Business Book,87,2068.05,23.77,0,0,1.03
2021-06-10,Furniture,Office Chair,12,1371.97,114.33,0,0,1.02
2021-06-10,Toys,Building Blocks,52,1842.27,35.43,0,0,1.16
2021-06-10,Sports,Yoga Mat,40,1892.63,47.32,0,0,0.93
2021-06-10,Beauty,Face Serum,167,3344.69,20.03,0,0,0.88
2021-06-11,Electronics,Smart Speaker,17,2417.68,142.22,1,0,1.15
2021-06-11,Groceries,Organic Cereal,383,2039.34,5.32,1,0,1.06
2021-06-11,Clothing,Running Shoes,83,4936.36,59.47,1,0,0.92
2021-06-11,Books,Business Book,117,2860.7,24.45,1,0,1.11
2021-06-11,Furniture,Office Chair,5,579.0,115.8,1,0,0.88
2021-06-11,Toys,Building Blocks,61,2198.66,36.04,1,0,0.99
2021-06-11,Sports,Yoga Mat,56,2436.2,43.5,1,0,0.94
2021-06-11,Beauty,Face Serum,234,4215.8,18.02,1,0,0.95
2021-06-12,Electronics,Smart Speaker,21,3100.27,147.63,0,0,1.06
2021-06-12,Groceries,Organic Cereal,397,1830.17,4.61,0,0,1.11
2021-06-12,Clothing,Running Shoes,77,4879.83,63.37,0,0,0.98
2021-06-12,Books,Business Book,110,2439.23,22.17,0,0,0.98
2021-06-12,Furniture,Office Chair,10,1149.74,114.97,0,0,1.03
2021-06-12,Toys,Building Blocks,62,2223.76,35.87,0,0,0.92
2021-06-12,Sports,Yoga Mat,45,1983.93,44.09,0,0,0.92
2021-06-12,Beauty,Face Serum,194,3745.57,19.31,0,0,1.06
2021-06-13,Electronics,Smart Speaker,9,1322.14,146.9,0,0,0.96
2021-06-13,Groceries,Organic Cereal,378,1952.94,5.17,0,0,1.08
2021-06-13,Clothing,Running Shoes,76,4348.86,57.22,0,0,0.88
2021-06-13,Books,Business Book,106,2466.89,23.27,0,0,1.11
2021-06-13,Furniture,Office Chair,12,1498.3,124.86,0,0,1.01
2021-06-13,Toys,Building Blocks,73,2527.83,34.63,0,0,0.97
2021-06-13,Sports,Yoga Mat,41,1925.83,46.97,0,0,1.1
2021-06-13,Beauty,Face Serum,196,3853.12,19.66,0,0,1.23
2021-06-14,Electronics,Smart Speaker,12,1795.01,149.58,1,0,1.14
2021-06-14,Groceries,Organic Cereal,442,2028.16,4.59,1,0,0.99
2021-06-14,Clothing,Running Shoes,94,5336.61,56.77,1,0,1.13
2021-06-14,Books,Business Book,111,2923.77,26.34,1,0,1.04
2021-06-14,Furniture,Office Chair,11,1311.12,119.19,1,0,1.06
2021-06-14,Toys,Building Blocks,83,3233.16,38.95,1,0,1.08
2021-06-14,Sports,Yoga Mat,63,2832.02,44.95,1,0,1.02
2021-06-14,Beauty,Face Serum,228,4680.91,20.53,1,0,1.0
2021-06-15,Electronics,Smart Speaker,12,1850.13,154.18,0,0,0.92
2021-06-15,Groceries,Organic Cereal,334,1612.01,4.83,0,0,1.04
2021-06-15,Clothing,Running Shoes,64,4184.98,65.39,0,0,1.04
2021-06-15,Books,Business Book,110,2428.81,22.08,0,0,0.92
2021-06-15,Furniture,Office Chair,9,1127.29,125.25,0,0,0.91
2021-06-15,Toys,Building Blocks,40,1438.17,35.95,0,0,1.09
2021-06-15,Sports,Yoga Mat,39,1724.31,44.21,0,0,1.0
2021-06-15,Beauty,Face Serum,166,3323.19,20.02,0,0,0.85
2021-06-16,Electronics,Smart Speaker,10,1491.31,149.13,0,0,1.1
2021-06-16,Groceries,Organic Cereal,332,1759.08,5.3,0,0,0.87
2021-06-16,Clothing,Running Shoes,75,4259.45,56.79,0,0,0.96
2021-06-16,Books,Business Book,82,1866.22,22.76,0,0,1.05
2021-06-16,Furniture,Office Chair,6,695.59,115.93,0,0,0.93
2021-06-16,Toys,Building Blocks,56,1983.76,35.42,0,0,1.03
2021-06-16,Sports,Yoga Mat,43,2014.84,46.86,0,0,1.05
2021-06-16,Beauty,Face Serum,151,3087.74,20.45,0,0,1.16
2021-06-17,Electronics,Smart Speaker,14,2167.49,154.82,0,0,1.06
2021-06-17,Groceries,Organic Cereal,324,1661.33,5.13,0,0,1.03
2021-06-17,Clothing,Running Shoes,66,4351.78,65.94,0,0,0.86
2021-06-17,Books,Business Book,92,2498.43,27.16,0,0,1.07
2021-06-17,Furniture,Office Chair,11,1320.7,120.06,0,0,1.04
2021-06-17,Toys,Building Blocks,42,1468.99,34.98,0,0,0.92
2021-06-17,Sports,Yoga Mat,39,1726.83,44.28,0,0,0.96
2021-06-17,Beauty,Face Serum,164,3329.23,20.3,0,0,1.07
2021-06-18,Electronics,Smart Speaker,15,2286.77,152.45,0,0,1.09
2021-06-18,Groceries,Organic Cereal,316,1628.51,5.15,0,0,0.96
2021-06-18,Clothing,Running Shoes,83,4953.57,59.68,0,0,0.95
2021-06-18,Books,Business Book,90,2268.68,25.21,0,0,1.1
2021-06-18,Furniture,Office Chair,8,988.78,123.6,0,0,1.13
2021-06-18,Toys,Building Blocks,61,1958.68,32.11,0,0,0.95
2021-06-18,Sports,Yoga Mat,35,1610.68,46.02,0,0,0.94
2021-06-18,Beauty,Face Serum,159,3117.97,19.61,0,0,0.99
2021-06-19,Electronics,Smart Speaker,14,2047.33,146.24,0,0,0.98
2021-06-19,Groceries,Organic Cereal,339,1738.23,5.13,0,0,1.08
2021-06-19,Clothing,Running Shoes,72,4242.59,58.92,0,0,0.81
2021-06-19,Books,Business Book,94,2472.05,26.3,0,0,0.88
2021-06-19,Furniture,Office Chair,9,1076.74,119.64,0,0,0.9
2021-06-19,Toys,Building Blocks,57,2237.99,39.26,0,0,0.87
2021-06-19,Sports,Yoga Mat,44,2089.31,47.48,0,0,0.95
2021-06-19,Beauty,Face Serum,170,3352.41,19.72,0,0,1.01
2021-06-20,Electronics,Smart Speaker,13,1902.67,146.36,0,0,1.0
2021-06-20,Groceries,Organic Cereal,368,1839.92,5.0,0,0,1.08
2021-06-20,Clothing,Running Shoes,81,5053.57,62.39,0,0,1.09
2021-06-20,Books,Business Book,72,1971.45,27.38,0,0,0.94
2021-06-20,Furniture,Office Chair,13,1552.49,119.42,0,0,1.07
2021-06-20,Toys,Building Blocks,49,1748.13,35.68,0,0,1.1
2021-06-20,Sports,Yoga Mat,41,1811.29,44.18,0,0,0.87
2021-06-20,Beauty,Face Serum,176,3552.5,20.18,0,0,0.85
2021-06-21,Electronics,Smart Speaker,9,1427.17,158.57,0,0,1.1
2021-06-21,Groceries,Organic Cereal,292,1558.63,5.34,0,0,1.09
2021-06-21,Clothing,Running Shoes,53,3213.76,60.64,0,0,1.02
2021-06-21,Books,Business Book,93,2468.82,26.55,0,0,1.13
2021-06-21,Furniture,Office Chair,6,688.17,114.7,0,0,0.98
2021-06-21,Toys,Building Blocks,63,2130.36,33.82,0,0,0.86
2021-06-21,Sports,Yoga Mat,42,1900.53,45.25,0,0,0.98
2021-06-21,Beauty,Face Serum,153,2936.33,19.19,0,0,1.04
2021-06-22,Electronics,Smart Speaker,10,1448.39,144.84,0,0,0.98
2021-06-22,Groceries,Organic Cereal,305,1577.16,5.17,0,0,1.01
2021-06-22,Clothing,Running Shoes,53,3259.54,61.5,0,0,0.88
2021-06-22,Books,Business Book,103,2587.13,25.12,0,0,1.07
2021-06-22,Furniture,Office Chair,8,913.93,114.24,0,0,0.83
2021-06-22,Toys,Building Blocks,53,1825.57,34.44,0,0,0.96
2021-06-22,Sports,Yoga Mat,59,2541.2,43.07,0,0,0.96
2021-06-22,Beauty,Face Serum,158,3194.9,20.22,0,0,1.07
2021-06-23,Electronics,Smart Speaker,7,999.61,142.8,0,0,0.98
2021-06-23,Groceries,Organic Cereal,327,1600.68,4.9,0,0,0.79
2021-06-23,Clothing,Running Shoes,53,3432.19,64.76,0,0,1.0
2021-06-23,Books,Business Book,72,1818.71,25.26,0,0,1.07
2021-06-23,Furniture,Office Chair,5,619.94,123.99,0,0,1.08
2021-06-23,Toys,Building Blocks,41,1512.66,36.89,0,0,1.16
2021-06-23,Sports,Yoga Mat,46,1894.35,41.18,0,0,1.1
2021-06-23,Beauty,Face Serum,164,3243.21,19.78,0,0,0.99
2021-06-24,Electronics,Smart Speaker,11,1524.79,138.62,0,0,0.87
2021-06-24,Groceries,Organic Cereal,341,1724.5,5.06,0,0,0.87
2021-06-24,Clothing,Running Shoes,58,3601.62,62.1,0,0,1.02
2021-06-24,Books,Business Book,96,2241.26,23.35,0,0,1.15
2021-06-24,Furniture,Office Chair,9,1001.19,111.24,0,0,1.08
2021-06-24,Toys,Building Blocks,59,2069.53,35.08,0,0,1.08
2021-06-24,Sports,Yoga Mat,39,1675.34,42.96,0,0,0.9
2021-06-24,Beauty,Face Serum,155,3203.51,20.67,0,0,0.87
2021-06-25,Electronics,Smart Speaker,8,1235.55,154.44,0,0,1.06
2021-06-25,Groceries,Organic Cereal,333,1626.05,4.88,0,0,0.89
2021-06-25,Clothing,Running Shoes,72,4397.49,61.08,0,0,1.18
2021-06-25,Books,Business Book,76,1929.07,25.38,0,0,1.13
2021-06-25,Furniture,Office Chair,7,767.63,109.66,0,0,1.03
2021-06-25,Toys,Building Blocks,49,1844.29,37.64,0,0,0.96
2021-06-25,Sports,Yoga Mat,46,1936.55,42.1,0,0,1.07
2021-06-25,Beauty,Face Serum,169,3322.28,19.66,0,0,1.09
2021-06-26,Electronics,Smart Speaker,12,1801.04,150.09,0,0,0.87
2021-06-26,Groceries,Organic Cereal,352,1689.79,4.8,0,0,1.13
2021-06-26,Clothing,Running Shoes,65,4226.01,65.02,0,0,1.05
2021-06-26,Books,Business Book,97,2450.19,25.26,0,0,1.05
2021-06-26,Furniture,Office Chair,10,1098.65,109.86,0,0,0.91
2021-06-26,Toys,Building Blocks,37,1356.44,36.66,0,0,0.96
2021-06-26,Sports,Yoga Mat,40,1777.22,44.43,0,0,0.9
2021-06-26,Beauty,Face Serum,183,3799.33,20.76,0,0,1.12
2021-06-27,Electronics,Smart Speaker,23,3267.35,142.06,1,0,0.78
2021-06-27,Groceries,Organic Cereal,443,2203.0,4.97,1,0,0.95
2021-06-27,Clothing,Running Shoes,88,5725.04,65.06,1,0,1.12
2021-06-27,Books,Business Book,142,3321.0,23.39,1,0,1.07
2021-06-27,Furniture,Office Chair,19,2336.16,122.96,1,0,1.05
2021-06-27,Toys,Building Blocks,61,2423.32,39.73,1,0,0.99
2021-06-27,Sports,Yoga Mat,63,2947.07,46.78,1,0,1.09
2021-06-27,Beauty,Face Serum,256,4893.63,19.12,1,0,0.95
2021-06-28,Electronics,Smart Speaker,10,1388.52,138.85,0,0,1.02
2021-06-28,Groceries,Organic Cereal,374,1869.28,5.0,0,0,1.02
2021-06-28,Clothing,Running Shoes,62,3572.95,57.63,0,0,1.01
2021-06-28,Books,Business Book,99,2508.22,25.34,0,0,1.11
2021-06-28,Furniture,Office Chair,13,1560.8,120.06,0,0,1.05
2021-06-28,Toys,Building Blocks,59,2188.55,37.09,0,0,0.96
2021-06-28,Sports,Yoga Mat,33,1462.34,44.31,0,0,1.07
2021-06-28,Beauty,Face Serum,166,3395.48,20.45,0,0,1.07
2021-06-29,Electronics,Smart Speaker,9,1300.93,144.55,0,0,1.1
2021-06-29,Groceries,Organic Cereal,335,1700.74,5.08,0,0,1.18
2021-06-29,Clothing,Running Shoes,64,4031.76,63.0,0,0,0.91
2021-06-29,Books,Business Book,84,2110.93,25.13,0,0,1.09
2021-06-29,Furniture,Office Chair,15,1681.84,112.12,0,0,0.78
2021-06-29,Toys,Building Blocks,55,1881.45,34.21,0,0,0.92
2021-06-29,Sports,Yoga Mat,45,1961.23,43.58,0,0,1.01
2021-06-29,Beauty,Face Serum,175,3074.55,17.57,0,0,1.11
2021-06-30,Electronics,Smart Speaker,11,1692.8,153.89,0,0,1.02
2021-06-30,Groceries,Organic Cereal,322,1608.57,5.0,0,0,0.89
2021-06-30,Clothing,Running Shoes,76,4091.52,53.84,0,0,0.91
2021-06-30,Books,Business Book,86,2122.8,24.68,0,0,0.94
2021-06-30,Furniture,Office Chair,7,827.12,118.16,0,0,1.15
2021-06-30,Toys,Building Blocks,52,1887.76,36.3,0,0,0.99
2021-06-30,Sports,Yoga Mat,47,2039.27,43.39,0,0,0.86
2021-06-30,Beauty,Face Serum,143,3033.37,21.21,0,0,0.8
2021-07-01,Electronics,Smart Speaker,9,1325.65,147.29,0,0,0.98
2021-07-01,Groceries,Organic Cereal,333,1729.53,5.19,0,0,1.15
2021-07-01,Clothing,Running Shoes,63,3734.3,59.27,0,0,1.09
2021-07-01,Books,Business Book,83,2034.41,24.51,0,0,0.91
2021-07-01,Furniture,Office Chair,8,994.56,124.32,0,0,0.96
2021-07-01,Toys,Building Blocks,69,2310.73,33.49,0,0,0.83
2021-07-01,Sports,Yoga Mat,44,1881.27,42.76,0,0,1.05
2021-07-01,Beauty,Face Serum,184,3392.4,18.44,0,0,0.87
2021-07-02,Electronics,Smart Speaker,14,2221.53,158.68,0,0,1.11
2021-07-02,Groceries,Organic Cereal,340,1756.81,5.17,0,0,0.89
2021-07-02,Clothing,Running Shoes,77,4205.48,54.62,0,0,0.89
2021-07-02,Books,Business Book,111,2560.13,23.06,0,0,1.08
2021-07-02,Furniture,Office Chair,9,1045.74,116.19,0,0,1.06
2021-07-02,Toys,Building Blocks,69,2253.7,32.66,0,0,1.18
2021-07-02,Sports,Yoga Mat,52,2328.63,44.78,0,0,1.0
2021-07-02,Beauty,Face Serum,169,3378.66,19.99,0,0,1.08
2021-07-03,Electronics,Smart Speaker,8,1126.46,140.81,0,0,0.87
2021-07-03,Groceries,Organic Cereal,394,1915.41,4.86,0,0,0.9
2021-07-03,Clothing,Running Shoes,75,4407.96,58.77,0,0,1.02
